126444	2.44513	0.15234	0.2528	15.4	-0.42	414	623	Chimaera
129894	2.43721	0.15494	0.2625	16.12	-0.46	414	623	Chimaera
130776	2.43735	0.14385	0.26129	15.13	-0.72	414	623	Chimaera
131119	2.43406	0.15076	0.25536	14.77	-0.97	414	623	Chimaera
142282	2.47723	0.1475	0.25605	14.76	0.63	414	623	Chimaera
145304	2.44152	0.14844	0.25447	15.28	-0.55	414	623	Chimaera
148264	2.42613	0.1568	0.25849	15.5	-0.9	414	623	Chimaera
149393	2.43321	0.15024	0.25986	16.01	-0.57	414	623	Chimaera
159488	2.42812	0.14873	0.25472	16.3	-0.59	414	623	Chimaera
160039	2.43704	0.14668	0.24605	15.44	-0.63	414	623	Chimaera
167043	2.42282	0.16251	0.25824	15.83	-0.85	414	623	Chimaera
169633	2.41849	0.15918	0.25475	15.88	-0.93	414	623	Chimaera
174120	2.41365	0.15169	0.26198	15.23	-1.4	414	623	Chimaera
175194	2.47275	0.15111	0.25343	15.46	0.34	414	623	Chimaera
182499	2.44926	0.14378	0.2554	16.2	-0.21	414	623	Chimaera
183302	2.48866	0.15393	0.25441	15.82	0.65	414	623	Chimaera
188441	2.43428	0.15097	0.25581	15.63	-0.65	414	623	Chimaera
196399	2.39617	0.14357	0.25517	16.83	-0.92	414	623	Chimaera
197942	2.431	0.14381	0.26311	15.35	-0.83	414	623	Chimaera
199242	2.4287	0.15984	0.25731	15.93	-0.69	414	623	Chimaera
203176	2.4802	0.1552	0.25304	15.19	0.61	414	623	Chimaera
203629	2.41863	0.14665	0.26043	15.64	-1.03	414	623	Chimaera
212417	2.42731	0.14077	0.25843	15.68	-0.8	414	623	Chimaera
214256	2.46663	0.14533	0.25646	16.74	0.09	414	623	Chimaera
217835	2.41831	0.14405	0.25312	15.78	-0.98	414	623	Chimaera
222436	2.42133	0.13343	0.26155	16.25	-0.73	414	623	Chimaera
225198	2.40765	0.14073	0.25533	16.14	-1.04	414	623	Chimaera
225321	2.47887	0.15629	0.24878	15.45	0.5	414	623	Chimaera
227211	2.47863	0.15043	0.25168	15.85	0.41	414	623	Chimaera
234398	2.40835	0.13814	0.26432	16.3	-0.95	414	623	Chimaera
238068	2.40727	0.14816	0.2613	15.71	-1.27	414	623	Chimaera
238082	2.41574	0.13308	0.25793	15.88	-0.99	414	623	Chimaera
241261	2.42285	0.14985	0.257	16.66	-0.58	414	623	Chimaera
241953	2.42126	0.15498	0.25689	16.06	-0.8	414	623	Chimaera
244262	2.42216	0.14682	0.25781	15.94	-0.82	414	623	Chimaera
245656	2.43112	0.14678	0.25493	16.02	-0.61	414	623	Chimaera
246140	2.44589	0.15494	0.25903	15.52	-0.38	414	623	Chimaera
247431	2.41778	0.14379	0.25894	15.53	-1.11	414	623	Chimaera
247796	2.40465	0.14142	0.25603	17.09	-0.71	414	623	Chimaera
253115	2.46708	0.14553	0.25563	17.55	0.07	414	623	Chimaera
264286	2.41574	0.14909	0.26033	16.42	-0.77	414	623	Chimaera
266263	2.43265	0.14835	0.26487	16.16	-0.54	414	623	Chimaera
268732	2.43231	0.1521	0.26118	16.57	-0.45	414	623	Chimaera
270148	2.41382	0.15429	0.25951	16.48	-0.78	414	623	Chimaera
273489	2.41383	0.14129	0.25699	16.1	-0.93	414	623	Chimaera
275514	2.4147	0.14252	0.25727	16.44	-0.78	414	623	Chimaera
279123	2.4291	0.14763	0.25919	15.73	-0.74	414	623	Chimaera
279146	2.41237	0.16066	0.25764	16.44	-0.82	414	623	Chimaera
279992	2.40543	0.13943	0.25469	15.92	-1.2	414	623	Chimaera
280291	2.46663	0.15483	0.25358	16.05	0.13	414	623	Chimaera
284028	2.41718	0.14036	0.25959	16	-0.91	414	623	Chimaera
286866	2.41543	0.14166	0.26007	16.94	-0.61	414	623	Chimaera
293753	2.47196	0.14906	0.25436	16.5	0.19	414	623	Chimaera
294438	2.42313	0.14989	0.25409	16.43	-0.64	414	623	Chimaera
295511	2.41083	0.14672	0.26272	16.45	-0.85	414	623	Chimaera
296966	2.4516	0.14324	0.25061	16.6	-0.14	414	623	Chimaera
297922	2.41748	0.14413	0.25554	16.17	-0.83	414	623	Chimaera
309429	2.43923	0.13718	0.25433	16.32	-0.38	414	623	Chimaera
313790	2.46925	0.14807	0.24968	16.23	0.17	414	623	Chimaera
319541	2.41608	0.137	0.25791	17.36	-0.5	414	623	Chimaera
334058	2.42715	0.15401	0.25828	16.22	-0.63	414	623	Chimaera
346945	2.42534	0.14484	0.25285	16.1	-0.7	414	623	Chimaera
348802	2.42338	0.14639	0.25683	16.24	-0.7	414	623	Chimaera
349636	2.40318	0.13864	0.25888	16.54	-0.94	414	623	Chimaera
352694	2.42564	0.15076	0.25697	17.28	-0.4	414	623	Chimaera
358547	2.43791	0.1562	0.26296	17.33	-0.26	414	623	Chimaera
359735	2.43981	0.15352	0.25238	17.52	-0.21	414	623	Chimaera
364206	2.42835	0.14448	0.25954	16.27	-0.59	414	623	Chimaera
366570	2.42905	0.14942	0.25352	16.16	-0.61	414	623	Chimaera
367510	2.4549	0.14629	0.24784	16.13	-0.11	414	623	Chimaera
368104	2.47567	0.15307	0.25353	15.62	0.39	414	623	Chimaera
368439	2.47931	0.15234	0.25523	16.99	0.25	414	623	Chimaera
370441	2.42264	0.13915	0.2614	16.24	-0.71	414	623	Chimaera
372400	2.40697	0.13839	0.26259	16.82	-0.77	414	623	Chimaera
375808	2.42502	0.14942	0.25351	16.46	-0.6	414	623	Chimaera
377591	2.44481	0.15314	0.25609	16.58	-0.25	414	623	Chimaera
380762	2.42557	0.15576	0.26446	16.56	-0.56	414	623	Chimaera
381787	2.41092	0.14442	0.25759	17.37	-0.55	414	623	Chimaera
383138	2.44672	0.15003	0.25522	16.66	-0.21	414	623	Chimaera
385753	2.42395	0.13791	0.26101	16.95	-0.49	414	623	Chimaera
